"ORGN Name","18S","16S","PITS","CO1","COI","COX1","FITS","ITS2","ITS1","trnl","12S"
"Pinctada margaritifera","Pinctada margaritifera","Pinctada margaritifera","zero","zero","Pinctada margaritifera","Pinctada margaritifera","zero","Pinctada margaritifera","Pinctada margaritifera","zero","Pinctada margaritifera"
"Thecacera pennigera","zero","Thecacera pennigera","zero","zero","Thecacera pennigera","zero","zero","zero","zero","zero","zero"
"Adula","Adula","zero","zero","zero","Adula","zero","zero","zero","zero","zero","zero"
"Adula aff. californiensis MO-2010","Adula aff. californiensis MO-2010","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero"
"Limnoperna fortunei","Limnoperna fortunei","Limnoperna fortunei","zero","Limnoperna fortunei","Limnoperna fortunei","Limnoperna fortunei","zero","zero","zero","zero","zero"
"Nuttallia obscurata","Nuttallia obscurata","Nuttallia obscurata","zero","zero","Nuttallia obscurata","zero","zero","zero","zero","zero","zero"
"Rattus norvegicus","Rattus norvegicus","Rattus norvegicus","Rattus norvegicus","Rattus norvegicus","Rattus norvegicus","Rattus norvegicus","zero","zero","Rattus norvegicus","zero","Rattus norvegicus"
"Zalophus californianus","Zalophus californianus","Zalophus californianus","zero","zero","Zalophus californianus","Zalophus californianus","zero","zero","zero","zero","Zalophus californianus"
"Lyrodus","Lyrodus","zero","zero","zero","Lyrodus","zero","zero","zero","zero","zero","zero"
"Musculista senhousia","Musculista senhousia","Musculista senhousia","zero","Musculista senhousia","Musculista senhousia","Musculista senhousia","zero","Musculista senhousia","zero","zero","Musculista senhousia"
"Mytilus galloprovincialis","Mytilus galloprovincialis","Mytilus galloprovincialis","zero","Mytilus galloprovincialis","Mytilus galloprovincialis","Mytilus galloprovincialis","zero","Mytilus galloprovincialis","Mytilus galloprovincialis","zero","Mytilus galloprovincialis"
"Gemma gemma","Gemma gemma","Gemma gemma","zero","zero","Gemma gemma","Gemma gemma","zero","zero","zero","zero","zero"
"Mercenaria mercenaria","Mercenaria mercenaria","Mercenaria mercenaria","zero","zero","Mercenaria mercenaria","Mercenaria mercenaria","zero","Mercenaria mercenaria","Mercenaria mercenaria","zero","Mercenaria mercenaria"
"Mytella charruana","Mytella charruana","zero","zero","Mytella charruana","Mytella charruana","Mytella charruana","zero","zero","Mytella charruana","zero","zero"
"Perna viridis","Perna viridis","Perna viridis","zero","Perna viridis","Perna viridis","Perna viridis","zero","Perna viridis","Perna viridis","zero","Perna viridis"
"Chama pacifica","Chama pacifica","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero"
"Chama macerophylla","Chama macerophylla","Chama macerophylla","zero","zero","Chama macerophylla","zero","zero","Chama macerophylla","Chama macerophylla","zero","zero"
"Crassostrea virginica","Crassostrea virginica","Crassostrea virginica","zero","zero","Crassostrea virginica","Crassostrea virginica","zero","Crassostrea virginica","Crassostrea virginica","zero","zero"
"Crassostrea ariakensis","Crassostrea ariakensis","Crassostrea ariakensis","zero","Crassostrea ariakensis","Crassostrea ariakensis","Crassostrea ariakensis","zero","Crassostrea ariakensis","Crassostrea ariakensis","zero","Crassostrea ariakensis"
"Lasmigona subviridis","zero","Lasmigona subviridis","zero","zero","zero","Lasmigona subviridis","zero","zero","Lasmigona subviridis","zero","Lasmigona subviridis"
"Ostrea","Ostrea","Ostrea","zero","Ostrea","Ostrea","Ostrea","zero","Ostrea","Ostrea","zero","Ostrea"
"Pisidium amnicum","Pisidium amnicum","Pisidium amnicum","zero","zero","Pisidium amnicum","Pisidium amnicum","zero","zero","zero","zero","zero"
"Pisidium henslowanum","Pisidium henslowanum","Pisidium henslowanum","zero","zero","Pisidium henslowanum","Pisidium henslowanum","zero","zero","zero","zero","zero"
"Pisidium","Pisidium","Pisidium","zero","zero","Pisidium","Pisidium","zero","zero","zero","zero","zero"
"Pisidium supinum","Pisidium supinum","Pisidium supinum","zero","zero","Pisidium supinum","zero","zero","zero","zero","zero","zero"
"Sphaerium corneum","Sphaerium corneum","Sphaerium corneum","zero","zero","Sphaerium corneum","zero","zero","zero","Sphaerium corneum","zero","zero"
"Tapes","Tapes","Tapes","zero","zero","Tapes","zero","zero","Tapes","Tapes","zero","zero"
"Tridacna","Tridacna","Tridacna","zero","Tridacna","Tridacna","Tridacna","zero","Tridacna","Tridacna","Tridacna","Tridacna"
"Venerupis","Venerupis","Venerupis","zero","zero","Venerupis","Venerupis","zero","Venerupis","Venerupis","zero","zero"
"Littorina littorea","Littorina littorea","Littorina littorea","zero","zero","Littorina littorea","Littorina littorea","zero","zero","zero","zero","Littorina littorea"
"Littorina saxatilis","Littorina saxatilis","Littorina saxatilis","zero","zero","Littorina saxatilis","Littorina saxatilis","zero","zero","zero","zero","Littorina saxatilis"
"Rapana venosa","Rapana venosa","Rapana venosa","zero","Rapana venosa","Rapana venosa","Rapana venosa","zero","zero","Rapana venosa","zero","Rapana venosa"
"Batillaria attramentaria","zero","Batillaria attramentaria","zero","zero","Batillaria attramentaria","Batillaria attramentaria","zero","zero","zero","zero","Batillaria attramentaria"
"Boonea","Boonea","Boonea","zero","zero","Boonea","zero","zero","zero","zero","zero","zero"
"Busycotypus canaliculatus","Busycotypus canaliculatus","zero","zero","zero","Busycotypus canaliculatus","zero","zero","zero","zero","zero","zero"
"Ocinebrellus inornatus","zero","Ocinebrellus inornatus","zero","zero","Ocinebrellus inornatus","Ocinebrellus inornatus","zero","zero","zero","zero","Ocinebrellus inornatus"
"Myosotella myosotis","Myosotella myosotis","Myosotella myosotis","zero","zero","Myosotella myosotis","Myosotella myosotis","zero","zero","zero","zero","Myosotella myosotis"
"Potamothrix bavaricus","Potamothrix bavaricus","Potamothrix bavaricus","zero","zero","Potamothrix bavaricus","zero","zero","Potamothrix bavaricus","Potamothrix bavaricus","zero","Potamothrix bavaricus"
"Bithynia tentaculata","Bithynia tentaculata","Bithynia tentaculata","zero","zero","Bithynia tentaculata","Bithynia tentaculata","zero","zero","Bithynia tentaculata","zero","Bithynia tentaculata"
"Cipangopaludina chinensis","Cipangopaludina chinensis","Cipangopaludina chinensis","zero","zero","Cipangopaludina chinensis","Cipangopaludina chinensis","zero","zero","zero","zero","Cipangopaludina chinensis"
"Cipangopaludina japonica","Cipangopaludina japonica","Cipangopaludina japonica","zero","Cipangopaludina japonica","Cipangopaludina japonica","Cipangopaludina japonica","zero","zero","zero","zero","Cipangopaludina japonica"
"Crepidula","Crepidula","Crepidula","zero","zero","Crepidula","Crepidula","zero","zero","zero","zero","Crepidula"
"Crepidula aff. depressa","zero","Crepidula aff. depressa","zero","zero","Crepidula aff. depressa","zero","zero","zero","zero","zero","zero"
"Crepidula aff. onyx RC","zero","Crepidula aff. onyx RC","zero","zero","Crepidula aff. onyx RC","zero","zero","zero","zero","zero","zero"
"Crepidula aff. williamsi RC","zero","Crepidula aff. williamsi RC","zero","zero","Crepidula aff. williamsi RC","zero","zero","zero","zero","zero","zero"
"Crepidula aff. marginalis RC-2003","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero"
"Elimia virginica","zero","Elimia virginica","zero","zero","Elimia virginica","zero","zero","zero","zero","zero","zero"
"Gillia altilis","zero","Gillia altilis","zero","zero","zero","zero","zero","zero","zero","zero","zero"
"Hermissenda crassicornis","Hermissenda crassicornis","Hermissenda crassicornis","zero","zero","Hermissenda crassicornis","zero","zero","zero","zero","zero","zero"
"Nassarius","Nassarius","Nassarius","zero","zero","Nassarius","Nassarius","zero","zero","Nassarius","zero","Nassarius"
"Nassarius (Zeuxis) sp. HL-2010a","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero"
"Nassarius aff. bicallosus LAG-2016","zero","Nassarius aff. bicallosus LAG-2016","zero","zero","zero","zero","zero","zero","zero","zero","Nassarius aff. bicallosus LAG-2016"
"Philine auriformis","zero","Philine auriformis","zero","zero","zero","zero","zero","zero","zero","zero","zero"
"Physella acuta","Physella acuta","Physella acuta","zero","Physella acuta","Physella acuta","Physella acuta","zero","Physella acuta","Physella acuta","zero","Physella acuta"
"Pomacea canaliculata","Pomacea canaliculata","Pomacea canaliculata","zero","Pomacea canaliculata","Pomacea canaliculata","Pomacea canaliculata","zero","zero","zero","zero","Pomacea canaliculata"
"Radix auricularia","Radix auricularia","Radix auricularia","zero","Radix auricularia","Radix auricularia","Radix auricularia","zero","Radix auricularia","Radix auricularia","zero","Radix auricularia"
"Tarebia granifera","zero","Tarebia granifera","zero","zero","Tarebia granifera","Tarebia granifera","zero","zero","zero","zero","Tarebia granifera"
"Valvata piscinalis","Valvata piscinalis","Valvata piscinalis","zero","zero","Valvata piscinalis","Valvata piscinalis","zero","zero","zero","zero","Valvata piscinalis"
"Viviparus","Viviparus","Viviparus","zero","zero","Viviparus","Viviparus","zero","zero","zero","zero","Viviparus"
"Cuthona","Cuthona","Cuthona","zero","zero","Cuthona","zero","zero","zero","zero","zero","zero"
"Cumanotus","zero","zero","zero","zero","Cumanotus","zero","zero","zero","zero","zero","zero"
"Dendronotus frondosus","Dendronotus frondosus","Dendronotus frondosus","zero","zero","Dendronotus frondosus","Dendronotus frondosus","zero","zero","zero","zero","zero"
"Eubranchus","Eubranchus","Eubranchus","zero","zero","Eubranchus","Eubranchus","zero","zero","zero","zero","zero"
"Eubranchus rupium","zero","Eubranchus rupium","zero","zero","Eubranchus rupium","zero","zero","zero","zero","zero","zero"
"Glossodoris","Glossodoris","Glossodoris","zero","zero","Glossodoris","Glossodoris","zero","zero","zero","zero","Glossodoris"
"Okenia","Okenia","Okenia","zero","zero","Okenia","zero","zero","Okenia","Okenia","zero","zero"
"Anguillicola crassus","Anguillicola crassus","zero","zero","Anguillicola crassus","Anguillicola crassus","zero","zero","zero","zero","zero","zero"
"Sporobolus alterniflorus","Sporobolus alterniflorus","Sporobolus alterniflorus","zero","zero","zero","Sporobolus alterniflorus","zero","Sporobolus alterniflorus","Sporobolus alterniflorus","Sporobolus alterniflorus","Sporobolus alterniflorus"
"Sporobolus anglicus","Sporobolus anglicus","zero","zero","zero","zero","zero","zero","zero","zero","Sporobolus anglicus","zero"
"Sporobolus densiflorus","Sporobolus densiflorus","zero","zero","zero","zero","zero","zero","Sporobolus densiflorus","Sporobolus densiflorus","Sporobolus densiflorus","zero"
"Sporobolus","Sporobolus","Sporobolus","zero","zero","zero","Sporobolus","zero","Sporobolus","Sporobolus","Sporobolus","Sporobolus"
"Zizania latifolia","Zizania latifolia","Zizania latifolia","zero","zero","zero","zero","zero","Zizania latifolia","Zizania latifolia","Zizania latifolia","zero"
"Zostera japonica","zero","zero","zero","zero","zero","zero","zero","Zostera japonica","Zostera japonica","zero","zero"
"Undaria pinnatifida","Undaria pinnatifida","Undaria pinnatifida","zero","zero","Undaria pinnatifida","Undaria pinnatifida","zero","Undaria pinnatifida","Undaria pinnatifida","Undaria pinnatifida","zero"
"Achillea ptarmica","zero","zero","zero","zero","zero","zero","zero","Achillea ptarmica","Achillea ptarmica","Achillea ptarmica","zero"
"Aegopodium podagraria","zero","zero","zero","zero","zero","zero","zero","Aegopodium podagraria","Aegopodium podagraria","Aegopodium podagraria","zero"
"Agrostis gigantea","Agrostis gigantea","Agrostis gigantea","Agrostis gigantea","zero","zero","zero","zero","Agrostis gigantea","Agrostis gigantea","Agrostis gigantea","zero"
"Agrostis stolonifera","Agrostis stolonifera","Agrostis stolonifera","zero","zero","zero","zero","zero","Agrostis stolonifera","Agrostis stolonifera","Agrostis stolonifera","zero"
"Alliaria petiolata","zero","Alliaria petiolata","zero","zero","zero","zero","zero","Alliaria petiolata","Alliaria petiolata","Alliaria petiolata","zero"
"Allium schoenoprasum","Allium schoenoprasum","zero","zero","zero","zero","zero","zero","Allium schoenoprasum","Allium schoenoprasum","Allium schoenoprasum","zero"
"Alnus glutinosa","Alnus glutinosa","Alnus glutinosa","zero","zero","zero","zero","zero","Alnus glutinosa","Alnus glutinosa","Alnus glutinosa","zero"
"Alopecurus carolinianus","zero","zero","zero","zero","zero","zero","zero","Alopecurus carolinianus","zero","zero","zero"
"Alopecurus geniculatus","Alopecurus geniculatus","zero","zero","zero","zero","zero","zero","zero","zero","Alopecurus geniculatus","zero"
"Alopecurus pratensis","Alopecurus pratensis","zero","zero","zero","zero","zero","zero","Alopecurus pratensis","Alopecurus pratensis","Alopecurus pratensis","zero"
"Alternanthera philoxeroides","Alternanthera philoxeroides","Alternanthera philoxeroides","zero","zero","zero","zero","zero","Alternanthera philoxeroides","Alternanthera philoxeroides","Alternanthera philoxeroides","zero"
"Amaranthus blitoides","Amaranthus blitoides","zero","zero","zero","zero","zero","zero","Amaranthus blitoides","Amaranthus blitoides","Amaranthus blitoides","zero"
"Ambrosia psilostachya","zero","zero","zero","zero","zero","zero","zero","Ambrosia psilostachya","zero","Ambrosia psilostachya","zero"
"Ammophila arenaria","Ammophila arenaria","zero","zero","zero","zero","zero","zero","Ammophila arenaria","Ammophila arenaria","Ammophila arenaria","zero"
"Andropogon virginicus","zero","Andropogon virginicus","zero","zero","zero","zero","zero","Andropogon virginicus","zero","zero","zero"
"Anthriscus caucalis","zero","zero","zero","zero","zero","zero","zero","zero","zero","Anthriscus caucalis","zero"
"Arenaria serpyllifolia","Arenaria serpyllifolia","zero","zero","zero","zero","zero","zero","Arenaria serpyllifolia","Arenaria serpyllifolia","Arenaria serpyllifolia","zero"
"Armoracia rusticana","zero","zero","zero","zero","zero","zero","zero","Armoracia rusticana","Armoracia rusticana","Armoracia rusticana","zero"
"Artemisia biennis","Artemisia biennis","zero","zero","zero","zero","zero","zero","Artemisia biennis","Artemisia biennis","zero","zero"
"Arundo donax","Arundo donax","Arundo donax","zero","zero","zero","zero","zero","Arundo donax","Arundo donax","Arundo donax","zero"
"Atriplex patula","Atriplex patula","zero","zero","zero","zero","zero","zero","Atriplex patula","Atriplex patula","Atriplex patula","zero"
"Barbarea orthoceras","Barbarea orthoceras","zero","zero","zero","zero","zero","zero","Barbarea orthoceras","Barbarea orthoceras","Barbarea orthoceras","zero"
"Barbarea vulgaris","Barbarea vulgaris","zero","zero","zero","zero","zero","zero","Barbarea vulgaris","Barbarea vulgaris","Barbarea vulgaris","zero"
"Batis maritima","Batis maritima","zero","zero","zero","zero","Batis maritima","zero","zero","zero","zero","zero"
"Betula pendula","Betula pendula","Betula pendula","zero","zero","zero","zero","zero","Betula pendula","Betula pendula","Betula pendula","zero"
"Bidens tripartita","Bidens tripartita","zero","zero","zero","zero","zero","zero","Bidens tripartita","Bidens tripartita","Bidens tripartita","zero"
"Boehmeria cylindrica","zero","zero","zero","zero","zero","zero","zero","Boehmeria cylindrica","zero","zero","zero"
"Brachiaria","Brachiaria","Brachiaria","zero","zero","zero","zero","zero","Brachiaria","Brachiaria","Brachiaria","zero"
"Butomus umbellatus","Butomus umbellatus","Butomus umbellatus","zero","zero","zero","Butomus umbellatus","zero","Butomus umbellatus","Butomus umbellatus","Butomus umbellatus","zero"
"Cabomba caroliniana","Cabomba caroliniana","Cabomba caroliniana","zero","zero","zero","zero","zero","Cabomba caroliniana","Cabomba caroliniana","Cabomba caroliniana","zero"
"Callitriche stagnalis","Callitriche stagnalis","zero","zero","zero","zero","zero","zero","Callitriche stagnalis","Callitriche stagnalis","Callitriche stagnalis","zero"
"Campsis radicans","Campsis radicans","zero","zero","zero","zero","zero","zero","Campsis radicans","Campsis radicans","Campsis radicans","zero"
"Cannabis sativa","Cannabis sativa","Cannabis sativa","zero","zero","zero","Cannabis sativa","zero","Cannabis sativa","Cannabis sativa","Cannabis sativa","zero"
"Capsella bursa-pastoris","Capsella bursa-pastoris","Capsella bursa-pastoris","zero","zero","zero","Capsella bursa-pastoris","zero","Capsella bursa-pastoris","Capsella bursa-pastoris","Capsella bursa-pastoris","zero"
"Carex acutiformis","Carex acutiformis","Carex acutiformis","zero","zero","zero","zero","zero","Carex acutiformis","Carex acutiformis","Carex acutiformis","zero"
"Carex bushii","zero","zero","zero","zero","zero","zero","zero","Carex bushii","Carex bushii","zero","zero"
"Carex crawei","zero","zero","zero","zero","zero","zero","zero","Carex crawei","Carex crawei","zero","zero"
"Carex disticha","zero","zero","zero","zero","zero","zero","zero","Carex disticha","Carex disticha","Carex disticha","zero"
"Carex flacca","Carex flacca","Carex flacca","zero","zero","zero","zero","zero","Carex flacca","Carex flacca","Carex flacca","zero"
"Carex ovalis","Carex ovalis","zero","zero","zero","zero","zero","zero","Carex ovalis","Carex ovalis","Carex ovalis","zero"
"Carpobrotus chilensis","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero"
"Chelidonium majus","Chelidonium majus","Chelidonium majus","zero","zero","zero","zero","zero","Chelidonium majus","Chelidonium majus","Chelidonium majus","zero"
"Chenopodium album","Chenopodium album","Chenopodium album","zero","zero","zero","zero","zero","Chenopodium album","Chenopodium album","Chenopodium album","zero"
"Chenopodium","Chenopodium","Chenopodium","zero","zero","zero","Chenopodium","zero","Chenopodium","Chenopodium","Chenopodium","Chenopodium"
"Cirsium palustre","Cirsium palustre","zero","zero","zero","zero","zero","zero","Cirsium palustre","Cirsium palustre","Cirsium palustre","zero"
"Clintonia borealis","Clintonia borealis","zero","zero","zero","zero","Clintonia borealis","zero","zero","zero","zero","zero"
"Commelina communis","Commelina communis","Commelina communis","zero","zero","zero","zero","zero","Commelina communis","Commelina communis","Commelina communis","zero"
"Conium maculatum","Conium maculatum","zero","zero","zero","zero","zero","zero","Conium maculatum","Conium maculatum","zero","zero"
"Crataegus douglasii","zero","zero","zero","zero","zero","zero","zero","Crataegus douglasii","Crataegus douglasii","Crataegus douglasii","zero"
"Cynosurus cristatus","Cynosurus cristatus","Cynosurus cristatus","zero","zero","zero","zero","zero","Cynosurus cristatus","Cynosurus cristatus","Cynosurus cristatus","zero"
"Delairea odorata","Delairea odorata","zero","zero","zero","zero","zero","zero","Delairea odorata","Delairea odorata","Delairea odorata","zero"
"Dioscorea oppositifolia","Dioscorea oppositifolia","Dioscorea oppositifolia","zero","zero","zero","zero","zero","Dioscorea oppositifolia","Dioscorea oppositifolia","Dioscorea oppositifolia","zero"
"Dryopteris","Dryopteris","Dryopteris","zero","zero","zero","Dryopteris","zero","Dryopteris","Dryopteris","Dryopteris","zero"
"Echinochloa crus-galli","Echinochloa crus-galli","Echinochloa crus-galli","zero","zero","zero","zero","zero","Echinochloa crus-galli","Echinochloa crus-galli","Echinochloa crus-galli","zero"
"Echinochloa muricata","zero","zero","zero","zero","zero","zero","zero","Echinochloa muricata","zero","Echinochloa muricata","zero"
"Ellisia nyctelea","Ellisia nyctelea","zero","zero","zero","zero","zero","zero","Ellisia nyctelea","zero","zero","zero"
"Epilobium hirsutum","zero","zero","zero","zero","zero","zero","zero","Epilobium hirsutum","zero","Epilobium hirsutum","zero"
"Epilobium parviflorum","zero","zero","zero","zero","zero","zero","zero","Epilobium parviflorum","zero","zero","zero"
"Festuca rubra","Festuca rubra","Festuca rubra","zero","zero","zero","zero","zero","Festuca rubra","Festuca rubra","Festuca rubra","zero"
"Frangula alnus","Frangula alnus","zero","zero","zero","Frangula alnus","Frangula alnus","zero","Frangula alnus","zero","Frangula alnus","zero"
"Gleditsia triacanthos","Gleditsia triacanthos","zero","zero","zero","zero","Gleditsia triacanthos","zero","Gleditsia triacanthos","zero","Gleditsia triacanthos","zero"
"Glyceria maxima","Glyceria maxima","zero","zero","zero","zero","zero","zero","Glyceria maxima","Glyceria maxima","Glyceria maxima","zero"
"Gnaphalium uliginosum","zero","zero","zero","zero","zero","zero","zero","Gnaphalium uliginosum","Gnaphalium uliginosum","Gnaphalium uliginosum","zero"
"Gypsophila paniculata","Gypsophila paniculata","Gypsophila paniculata","zero","zero","zero","zero","zero","Gypsophila paniculata","Gypsophila paniculata","Gypsophila paniculata","zero"
"Halymenia durvillei","zero","zero","zero","zero","Halymenia durvillei","zero","zero","zero","zero","zero","zero"
"Hedera helix","Hedera helix","Hedera helix","zero","zero","zero","zero","zero","Hedera helix","Hedera helix","Hedera helix","zero"
"Helenium flexuosum","zero","zero","zero","zero","zero","zero","zero","Helenium flexuosum","Helenium flexuosum","zero","zero"
"Helianthus annuus","Helianthus annuus","Helianthus annuus","zero","Helianthus annuus","zero","Helianthus annuus","zero","Helianthus annuus","Helianthus annuus","Helianthus annuus","Helianthus annuus"
"Hordeum jubatum","Hordeum jubatum","Hordeum jubatum","zero","zero","zero","zero","zero","Hordeum jubatum","Hordeum jubatum","Hordeum jubatum","zero"
"Hordeum jubatum subsp. x intermedium","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero"
"Hydrocharis morsus-ranae","zero","zero","zero","zero","zero","Hydrocharis morsus-ranae","zero","Hydrocharis morsus-ranae","Hydrocharis morsus-ranae","Hydrocharis morsus-ranae","zero"
"Hydrocotyle umbellata","zero","zero","zero","zero","zero","zero","zero","Hydrocotyle umbellata","zero","zero","zero"
"Hygrophila polysperma","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero"
"Impatiens capensis","Impatiens capensis","zero","zero","zero","zero","zero","zero","Impatiens capensis","Impatiens capensis","Impatiens capensis","zero"
"Impatiens glandulifera","Impatiens glandulifera","Impatiens glandulifera","zero","zero","zero","zero","zero","Impatiens glandulifera","Impatiens glandulifera","Impatiens glandulifera","zero"
"Imperata cylindrica","Imperata cylindrica","Imperata cylindrica","zero","zero","zero","zero","zero","Imperata cylindrica","Imperata cylindrica","Imperata cylindrica","zero"
"Ipomoea hederacea","Ipomoea hederacea","Ipomoea hederacea","zero","zero","zero","zero","zero","Ipomoea hederacea","Ipomoea hederacea","Ipomoea hederacea","zero"
"Iris pseudacorus","Iris pseudacorus","zero","zero","zero","zero","zero","zero","Iris pseudacorus","Iris pseudacorus","Iris pseudacorus","zero"
"Juncus articulatus","zero","zero","zero","zero","zero","zero","zero","Juncus articulatus","Juncus articulatus","Juncus articulatus","zero"
"Juncus compressus","zero","zero","zero","zero","zero","zero","zero","Juncus compressus","zero","Juncus compressus","zero"
"Juncus gerardii","zero","zero","zero","zero","zero","zero","zero","Juncus gerardii","zero","Juncus gerardii","zero"
"Juncus inflexus","zero","zero","zero","zero","zero","zero","zero","Juncus inflexus","zero","Juncus inflexus","zero"
"Lactuca serriola","Lactuca serriola","zero","zero","zero","Lactuca serriola","Lactuca serriola","zero","Lactuca serriola","Lactuca serriola","Lactuca serriola","zero"
"Lactuca serriola UC96US23","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero"
"Lepidium densiflorum","Lepidium densiflorum","zero","zero","zero","zero","zero","zero","Lepidium densiflorum","zero","Lepidium densiflorum","zero"
"Leucojum aestivum","zero","Leucojum aestivum","zero","zero","zero","zero","zero","Leucojum aestivum","Leucojum aestivum","Leucojum aestivum","zero"
"Liatris pycnostachya","zero","zero","zero","zero","zero","zero","zero","Liatris pycnostachya","Liatris pycnostachya","zero","zero"
"Ligustrum vulgare","Ligustrum vulgare","Ligustrum vulgare","zero","zero","zero","zero","zero","Ligustrum vulgare","Ligustrum vulgare","Ligustrum vulgare","zero"
"Lomentaria hakodatensis","zero","zero","zero","zero","Lomentaria hakodatensis","zero","zero","zero","zero","zero","zero"
"Lotus corniculatus","Lotus corniculatus","Lotus corniculatus","zero","zero","zero","zero","zero","Lotus corniculatus","Lotus corniculatus","Lotus corniculatus","zero"
"Lupinus polyphyllus","Lupinus polyphyllus","zero","zero","zero","zero","zero","zero","Lupinus polyphyllus","Lupinus polyphyllus","Lupinus polyphyllus","zero"
"Lycopus asper","zero","zero","zero","zero","zero","zero","zero","Lycopus asper","zero","Lycopus asper","zero"
"Lycopus europaeus","zero","zero","zero","zero","zero","zero","zero","Lycopus europaeus","zero","Lycopus europaeus","zero"
"Lysimachia nummularia","zero","zero","zero","zero","zero","zero","zero","Lysimachia nummularia","Lysimachia nummularia","Lysimachia nummularia","zero"
"Lysimachia vulgaris","zero","zero","zero","zero","zero","zero","zero","Lysimachia vulgaris","Lysimachia vulgaris","Lysimachia vulgaris","zero"
"Lythrum salicaria","Lythrum salicaria","Lythrum salicaria","zero","zero","zero","zero","zero","Lythrum salicaria","Lythrum salicaria","Lythrum salicaria","zero"
"Macfadyena","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero"
"Marrubium vulgare","zero","zero","zero","zero","zero","zero","zero","zero","zero","Marrubium vulgare","zero"
"Marsilea quadrifolia","Marsilea quadrifolia","zero","zero","zero","zero","zero","zero","Marsilea quadrifolia","Marsilea quadrifolia","Marsilea quadrifolia","zero"
"Medicago lupulina","Medicago lupulina","Medicago lupulina","zero","zero","zero","zero","zero","Medicago lupulina","Medicago lupulina","Medicago lupulina","zero"
"Mentha aquatica","Mentha aquatica","zero","zero","zero","zero","zero","zero","Mentha aquatica","Mentha aquatica","Mentha aquatica","zero"
"Mentha spicata","Mentha spicata","Mentha spicata","zero","zero","zero","zero","zero","Mentha spicata","Mentha spicata","Mentha spicata","zero"
"Mentha x gracilis","zero","zero","zero","zero","zero","zero","zero","Mentha x gracilis","Mentha x gracilis","Mentha x gracilis","zero"
"Mentha x piperita","Mentha x piperita","Mentha x piperita","zero","zero","zero","zero","zero","Mentha x piperita","Mentha x piperita","Mentha x piperita","zero"
"Microstegium vimineum","Microstegium vimineum","zero","zero","zero","zero","zero","zero","Microstegium vimineum","Microstegium vimineum","Microstegium vimineum","zero"
"Mollugo verticillata","Mollugo verticillata","Mollugo verticillata","zero","zero","zero","zero","zero","Mollugo verticillata","Mollugo verticillata","Mollugo verticillata","zero"
"Morus alba","Morus alba","Morus alba","zero","zero","zero","zero","zero","Morus alba","Morus alba","Morus alba","zero"
"Muhlenbergia racemosa","zero","zero","zero","zero","zero","zero","zero","Muhlenbergia racemosa","Muhlenbergia racemosa","Muhlenbergia racemosa","zero"
"Myosotis arvensis","Myosotis arvensis","zero","zero","zero","zero","zero","zero","Myosotis arvensis","Myosotis arvensis","Myosotis arvensis","zero"
"Myosotis scorpioides","zero","zero","zero","zero","zero","zero","zero","Myosotis scorpioides","zero","Myosotis scorpioides","zero"
"Myosoton aquaticum","Myosoton aquaticum","zero","zero","zero","zero","zero","zero","Myosoton aquaticum","Myosoton aquaticum","Myosoton aquaticum","zero"
"Najas marina","Najas marina","zero","zero","zero","zero","zero","zero","Najas marina","Najas marina","Najas marina","zero"
"Najas minor","Najas minor","zero","zero","zero","zero","zero","zero","Najas minor","Najas minor","Najas minor","zero"
"Nasturtium officinale","Nasturtium officinale","Nasturtium officinale","zero","zero","zero","zero","zero","Nasturtium officinale","Nasturtium officinale","Nasturtium officinale","zero"
"Nepeta cataria","Nepeta cataria","Nepeta cataria","zero","zero","zero","zero","zero","Nepeta cataria","Nepeta cataria","Nepeta cataria","zero"
"Oenothera pilosella","zero","zero","zero","zero","zero","zero","zero","Oenothera pilosella","Oenothera pilosella","Oenothera pilosella","zero"
"Ornithogalum umbellatum","zero","zero","zero","zero","zero","zero","zero","Ornithogalum umbellatum","Ornithogalum umbellatum","Ornithogalum umbellatum","zero"
"Panicum repens","Panicum repens","zero","zero","zero","zero","zero","zero","Panicum repens","Panicum repens","Panicum repens","zero"
"Parthenocissus quinquefolia","zero","zero","zero","zero","zero","zero","zero","zero","zero","Parthenocissus quinquefolia","zero"
"Phalaris arundinacea","Phalaris arundinacea","Phalaris arundinacea","zero","zero","zero","zero","zero","Phalaris arundinacea","Phalaris arundinacea","Phalaris arundinacea","zero"
"Phragmites australis","Phragmites australis","Phragmites australis","zero","zero","zero","zero","zero","Phragmites australis","Phragmites australis","Phragmites australis","zero"
"Picea pungens","zero","zero","zero","zero","zero","zero","zero","Picea pungens","zero","Picea pungens","zero"
"Plantago lanceolata","Plantago lanceolata","zero","zero","zero","Plantago lanceolata","Plantago lanceolata","zero","Plantago lanceolata","Plantago lanceolata","Plantago lanceolata","zero"
